artist_name,painting,title,year,medium
Dhruva Mistry,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/i/mistrydhruva25.jpg,Horizontal Figure- 2,1990.0,Colour brush pen on paper
Dhruva Mistry,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/i/mistrydhruva18.jpg,Among Angels,1990.0,Waterproof ink and ink on paper
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd04.jpg,Untitled,,Aluminium
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd10.jpg,Untitled,,Aluminium
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd144.jpg,Untitled,,Wood and metal
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd166.jpg,Living Room,2007.0,Wood
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd14_a.jpg,Untitled,,Painted paper mache and plaster of paris on wooden base
Dhanraj Bhagat,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhagatd164_a.jpg,Untitled,,Painted plaster of paris
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta003.jpg,Untitled,,Ink and waterproof ink on paper
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta90.jpg,Untitled,1989.0,Gouache and water soluble pencil colour on rice paper pasted on digital print pasted on mount board
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta091.jpg,Untitled,1996.0,Acrylic on cloth pasted on paper
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta096.jpg,Journey of an Antique,,Oil on canvas
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta105.jpg,Card Player,1990.0,Acrylic on fabric pasted on cardboard
Dharmanarayan Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/n/dndgupta79.jpg,Head- Y,1993.0,Acrylic on canvas
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya002.jpg,Untitled,2002.0,"Acrylic, conté and charcoal on dyed paper pulp cast"
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya029.jpg,Still Life III,2009.0,Acrylic on canvas
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya059.jpg,Vision of Innocence,1990.0,Acrylic on canvas
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya208.jpg,Untitled,,Dyed paper pulp cast
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya282.jpg,Untitled,1979.0,Linocut on paper
Dattatraya Apte,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/p/aptedattatraya290.jpg,Reflection,1984.0,Serigraph on paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad015.jpg,Theatre,1960.0,Oil pastel on tinted paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad049.jpg,Kundalini,1991.0,Etching on paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad059.jpg,MA... S. No 0,1976.0,Colour etching tinted with gouache on paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad190.jpg,Blackout of Conscience / War,1965.0,Oil on Masonite board
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad214.jpg,Srinagar,,Watercolour on handmade paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad243.jpg,The Bud No. 1,1982.0,Viscosity on handmade paper pasted on mount board
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad040_1.jpg,Underwater S. No 5,1984.0,Viscosity on paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad136.jpg,Elephant,1960.0,Viscosity on paper
Devayani Krishna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnad147.jpg,The Bubble (No. 1),1982.0,Viscosity on handmade paper
Early Bengal Oils,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/e/b/ebs143.jpg,Untitled (Kojagori Lakshmi),,Oil on canvas
Early Bengal Oils,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/e/b/ebs153.jpg,Untitled,,Oil on canvas
Early Bengal Oils,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/e/b/ebs188.jpg,Untitled,,Oil on canvas
Early Bengal Oils,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/e/b/ebs229.jpg,Untitled,,Oil and gold paint on canvas pasted on cloth
Eric Bowen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/o/bowene08.jpg,The Sacrarium,1992.0,Oil and encaustic on canvas pasted on plywood with hand-crafted and painted wooden frame
Eric Bowen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/o/bowene11.jpg,Font before the Altar,,Oil and encaustic on canvas
Eric Bowen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/o/bowene15.jpg,B2R÷L,1972.0,Acrylic and collage on canvas pasted on plywood
Eric Bowen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/o/bowene16.jpg,Untitled,1971.0,"Acrylic, ply board, wood and string on canvas pasted on ply board"
Edwin Lord Weeks,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/w/e/weeksel002.jpg,"Untitled (Arabs and their Camels by the Fireside, with the Pyramids in the Distance)",,"Watercolour on paper pasted on mount
board"
Edwin Lord Weeks,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/w/e/weeksel003.jpg,"Untitled (Qasr El Nil Bridge, with Figures and Cattle)",,"Watercolour on paper pasted on
cardboard"
Edwin Lord Weeks,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/w/e/weeksel004.jpg,"Untitled (A Scene on the Nile with Arabs and Camels in the foreground, and the Pyramids)",,Watercolour on paper
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn_20c.jpg,UNTITLED (STILL-LIFE WITH SKULL),1961.0,Oil on printed fabric
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn_15c.jpg,Untitled (Landscape),1964.0,Oil on canvas pasted on cloth
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn745.jpg,Untitled,1987.0,Oil on canvas
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn825.jpg,Untitled,1973.0,Ink on paper
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn_13c_3.jpg,The Goddess Artemis Sets Actaeon's Own Hounds to Devour Him,1984.0,Acrylic on canvas
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn783_1.jpg,Untitled (Emperor),1961.0,Pen and ink on paper
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn800.jpg,Self Portrait with Young Woman,1985.0,Oil on canvas
F. N. SOUZA,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/souzafn605.jpg,Untitled,1985.0,Chemical alteration and ink on magazine paper
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb09.jpg,Gouallahs,1808.0,"Etching, tinted with watercolour on paper"
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb02.jpg,B'haut,1808.0,"Etching, tinted with watercolour on paper"
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb03.jpg,"Porteurs de Rouannys, caste",1808.0,"Etching, tinted with watercolour on paper"
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb06.jpg,Koummars,1808.0,"Etching, tinted with watercolour on paper"
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb10.jpg,Dandys,1808.0,"Etching, tinted with watercolour on paper"
F. B. Solvyns,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/o/solvynsfb0058.jpg,A Behaleea,1796.0,"Etching, tinted with watercolour on paper pasted on paper"
G. R. Iranna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/i/r/irannagr038.jpg,Roots II,2001.0,Acrylic on tarpaulin
G. R. Iranna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/i/r/irannagr32.jpg,The Broken Fort (Diptych),2006.0,Acrylic on canvas
G. R. Iranna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/i/r/irannagr33.jpg,Village Mela,1995.0,Oil on canvas
G. R. Iranna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/i/r/irannagr35.jpg,Untitled,1995.0,Oil on canvas
Gobardhan Ash,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/s/ashg033.jpg,Untitled,1988.0,Gouache on paper
Gobardhan Ash,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/s/ashg054.jpg,Untitled,1985.0,Gouache on paper
Gobardhan Ash,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/s/ashg097.jpg,Untitled,1992.0,Oil on canvas
Gobardhan Ash,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/s/ashg428_1_1.jpg,Untitled,1950.0,Gouache on paper
Gobardhan Ash,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/s/ashg437_1_.jpg,Untitled,1994.0,Watercolour on paper pasted on mount board
George Keyt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/e/keytg0024_1.jpg,Untitled,,Oil on canvas
George Keyt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/e/georgekeyt_001c_1.jpg,Untitled (Two Women Amid Plants),1947.0,Oil on board
George Keyt,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/e/keytg0025.jpg,Untitled,1971.0,Oil on canvas
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg041ny.jpg,Untitled,1995.0,Pastel and ink on cardboard
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg21.jpg,Untitled,1998.0,Ink and coloured pencil on graph paper
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg24.jpg,Untitled,1961.0,Waterproof ink on paper laid on paper
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg29.jpg,Untitled,1989.0,"Pastel, conte and ink on paper"
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg36.jpg,Untitled,1993.0,Watercolour and ink on card
Ganesh Pyne,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/y/pyneg19.jpg,Untitled,1963.0,Tempera on paper
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0461.jpg,Mandi,1983.0,Oil on canvas
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0468_1.jpg,Mandi,1984.0,Oil and acrylic on canvas
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0476.jpg,Kamdhenu,,Oil on canvas
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0564.jpg,Nayika,,Oil on canvas
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0629.jpg,Kamdhenu,1995.0,Gouache on paper
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0649.jpg,Untitled,,Watercolour and gouache on paper
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp0679.jpg,Hathyogini-Kali,1997.0,Gouache on paper
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp2171.jpg,Untitled,2008.0,Gouache on handmade paper
Gogi Saroj Pal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/gogisp2312.jpg,Untitled,1997.0,Graphite on newsprint paper
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg109.jpg,Untitled,1946.0,Gouache on paper pasted on mount board
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg679.jpg,Untitled,,Gouache and oil pastel on paper
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg713.jpg,Untitled,1956.0,Watercolour and ink on paper
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg742.jpg,Untitled,1971.0,Gouache on paper pasted on paper
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg750_1.jpg,Untitled,,Pastel on paper
Gopal Ghose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/h/ghoseg753.jpg,Untitled,,Pastel on paper
George Chinnery,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chinneryg0004.jpg,Figures by a Tomb in Bengal,,Watercolour and graphite on paper
George Chinnery,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chinneryg0009.jpeg,"Untitled (A Figure by a Ruined Building with a Minaret, Bengal, India)",,Watercolour on paper
George Chinnery,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chinnerygeorge002.jpeg,Jhansi Fort on the Ganges,,Watercolour on paper
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg357.jpg,The Blind Musician,1974.0,Oil on canvas
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg445.jpg,Untitled,1976.0,Ink on paper
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg564.jpg,Untitled,2001.0,Ink on paper
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg591.jpg,Towards Heaven,1967.0,Oil and ink on paper
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg595.jpg,Untitled,1971.0,Ink on paper
Gopal Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalg597.jpg,Untitled,1971.0,Ink on paper
Gaganendranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagoreg32.jpg,Untitled,,Watercolour on paper
Gaganendranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagoreg58_1_.jpg,"""Colour"" International Scientific Series",,Watercolour on card
Gaganendranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagoreg69.jpg,Swapanacharani,,Ink on paper pasted on rice paper
Gaganendranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagoreg66.jpg,Untitled,,Watercolour and gold pigment on cardboard
Gaganendranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagoreg31.jpg,Untitled,1921.0,Watercolour on paper pasted on mount board
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr028.jpg,Untitled,1963.0,Oil and encaustic on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr067.jpg,In the Snows of Kashmir,1963.0,Oil and encaustic on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr145.jpg,Untitled (Early Tantric Period),1969.0,Oil on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr207.jpg,Untitled,1956.0,Watercolour and ink on paper
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr241.jpg,Untitled,1952.0,Gouache on paper
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr272.jpg,Untitled,1978.0,Acrylic on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr285.jpg,Untitled,,Oil on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr297.jpg,Untitled,1993.0,Acrylic on canvas
G. R. Santosh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/santoshgr342.jpg,Untitled (Tantric Drawing 5),,Ink on paper
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig62.jpg,Untitled,2000.0,Gouache on rice paper pasted on mount board
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig63_1_.jpg,Untitled,1999.0,Watercolour on handmade paper
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig64.jpg,Untitled,1996.0,Gouache on rice paper pasted on mount board
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig65.jpg,Untitled,1996.0,Gouache on rice paper pasted on mount board
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig72ny.jpg,Untitled,1992.0,"Gouache, watercolour and acrylic on handmade paper"
Ganesh Haloi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haloig78_1_.jpg,Untitled,2004.0,Acrylic on canvas
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash004.jpg,Knife Grinder,1959.0,Colour woodcut on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash033.jpg,Sweet Home,1977.0,Colour etching on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash164.jpg,Through the Palm Trees,1973.0,Woodcut on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash348.jpg,Street Show,1977.0,Etching on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash497.jpg,Water Carriers,1949.0,Woodcut on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash673.jpg,Ferry Boats,1958.0,Etching on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash726.jpg,Between the Two Thieves,1953.0,Etching on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash167.jpg,Untitled,1949.0,Colour woodcut on paper
Haren Das,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/a/dash638_1.jpg,Fishing,1953.0,Colour woodcut on paper
Hemen Mazumdar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/a/mazumdarh011.jpg,Study of a Young Nude,1945.0,Conte on paper
Hemen Mazumdar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/a/mazumdarh014.jpg,Untitled (A Dry Feast),,Watercolour on paper pasted on board
Haku Shah,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shahh13.jpg,Untitled,,Oil on canvas
Haku Shah,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shahh15.jpg,Untitled,1962.0,Oil on canvas
Haku Shah,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shahh17.jpg,Untitled,2006.0,Acrylic on canvas
Haku Shah,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shahh18.jpg,The Supreme Consideration is Man,2000.0,Oil on canvas
Haku Shah,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/h/shahh19.jpg,Pathos,1960.0,Oil on canvas
Henry Singleton,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singletonhenry0011.jpg,The Assault and Taking of Seringapatam on the 4th of May 1799,,"Engraving, tinted with watercolour on paper pasted on mount board"
Henry Singleton,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singletonhenry0012.jpg,The Body of Tippo Sultaun Recognised by his Family,,"Engraving, tinted with watercolour on paper"
Henry Singleton,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singletonhenry0013.jpg,The Surrender of Two Sons of Tippo Sultaun,,"Engraving, tinted with watercolour on paper"
