artist_name,painting,title,year,medium
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr082.jpg,Awaiting Master’s Arrival,1982.0,Oil on canvas
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr431.jpg,Introspection,1969.0,Oil on handmade paper
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr510.jpg,Relation,1975.0,Watercolour wash and ink on handmade paper
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr708.jpg,Untitled,1972.0,Gouache on paper
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr736.jpg,Forbidden Saga No. 2,,Acrylic on canvas
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr901_1.jpg,Figures in Dusk,2009.0,Acrylic on canvas
Rabin Mondal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/o/mondalr960.jpg,Family,1974.0,Collage with pastel on paper pasted on plywood
Rabindranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/8/_/8._tagorer03.jpg,Untitled,1934.0,"Watercolour, pen and ink,  and pastel on paper"
Rabindranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagorer02_1.jpg,Untitled,,Ink on Paper
Rabindranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagorer11.jpg,Profile of a Woman,1936.0,Pastel on paper
Rabindranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagorer16.jpg,Untitled (Head),1939.0,Ink on paper
Rabindranath Tagore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/t/a/tagorer09_2.jpg,Untitled,1910.0,Pastel on paper
Ram Kumar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/u/kumarr40.jpg,Untitled,1965.0,Ink on paper
Ram Kumar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/u/kumarr71.jpg,Untitled (Two Sisters),1958.0,Lithograph on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr38.jpg,Untitled,,Ink on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr040.jpg,Untitled,,Ink on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr76_1.jpg,Palam,1958.0,Watercolour and ink on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr90.jpg,Untitled,,Ink on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr111.jpg,Untitled,1971.0,Lithograph on paper
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr119.jpg,Cocks on the Table,,Oil on Masonite board
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr122ny_1.jpg,Untitled,1961.0,
Ramkinkar Baij,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/baijr128ny.jpg,Untitled,1950.0,Watercolour and ink on paper
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir078.jpg,Darjeeling,1957.0,Oil on canvas
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir087.jpg,Santal Boy,1956.0,Oil on canvas pasted on cardboard
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir47.jpg,Nadira Banu ki Maut,,Tempera highlighted with gold pigment on paper pasted on mount board
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir55.jpg,Kalighat Market,1937.0,Lithograph on paper
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir68.jpg,Flames of the Forest,1952.0,Watercolour on paper
Radha Charan Bagchi,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bagchir075ny.jpg,Bahadur Shah Ke Akhri Ayyam (The Last Days of Bahadur Shah Zafar),,Gouache on paper
Sadequain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sadequain01.jpg,Untitled (Bol Ke Lab Azaad Hain Tere),1976.0,"Oil, marker and charcoal on Rexene"
Sadequain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sadequain12.jpg,Couple Embracing,1976.0,Oil on canvas
Sadequain,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sadequain13.jpg,Untitled,1982.0,Oil and marker on canvas
S. L. Haldankar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haldankarsl02.jpg,Untitled,,Oil on cardboard
S. L. Haldankar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haldankarsl14.jpg,Nasik-Nav Panchwati,1945.0,Watercolour on handmade paper
S. L. Haldankar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haldankarsl25.jpg,Untitled,,Watercolour on handmade paper
S. L. Haldankar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haldankarsl58.jpg,Untitled,1926.0,Watercolour on handmade paper
S. L. Haldankar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/a/haldankarsl59.jpg,Sadhu,1925.0,Watercolour on handmade paper
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeas01.jpg,Cave Gate,,Oil on canvas
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeas02_1.jpg,Untitled (Two Sisters),1959.0,Oil on canvas
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeas11.jpg,Untitled (Kneeling Peasant Girl),,Oil on canvas pasted on Masonite board
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeas13.jpg,Untitled (Market),,Oil on canvas
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeas14.jpg,Village Scene,,Oil on canvas board
Sailoz Mookherjea,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjees017.jpg,Untitled (Peace),,Oil on canvas
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna093.jpg,Bird III,1994.0,Oil on board
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna02.jpg,Untitled,1973.0,
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna070.jpg,Lament,1971.0,Oil on canvas
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna083.jpg,Beast,1997.0,Acrylic and charcoal with rice paper on canvas
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna088.jpg,Untitled,1988.0,Oil and acrylic on canvas
Shuvaprasanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/u/suvaprasanna102.jpg,The Owl,,Oil on canvas
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs003.jpg,Untitled,1957.0,"Watercolour, ink and pastel on rice paper"
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs067.jpg,Untitled,1960.0,Ink on rice paper pasted on mount board
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs101.jpg,Untitled,,Watercolour and pastel on handmade paper
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs148.jpg,Untitled,1964.0,Oil and oil pastel on Masonite board
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs154.jpg,Untitled,1964.0,Oil and ink on Masonite board
Sudhir Ranjan Khastgir,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khastgirs168.jpg,Untitled,,Oil on Masonite board
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti_001c.jpg,Untitled,,Oil and acrylic on canvas
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti045.jpg,Untitled,,Oil and acrylic on canvas
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti056.jpg,Untitled,1966.0,Oil on linen
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti086ny.jpg,Untitled,1960.0,Acrylic on canvas
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti116.jpg,Head of Christ,1969.0,Oil on canvas
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmans0130.jpg,Pigeon et Miroir,,Waterproof ink and ink on paper board
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmans0129.jpg,Clown Acrobate,,Waterproof ink and ink on paper board
Sakti Burman,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/u/burmansakti119.jpg,Maya's Dream,1966.0,Oil and ink on linen
Sankho Chaudhuri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chowdhurys04.jpg,Untitled,,Wood
Sankho Chaudhuri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chowdhurys15.jpg,Untitled,,Bronze on wooden base
Sankho Chaudhuri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chowdhurys20.jpg,Untitled,,Brass on wooden base
Sankho Chaudhuri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chowdhurys23.jpg,Untitled,,Bronze on wooden base
Sankho Chaudhuri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chowdhurys24ny_.jpg,Untitled,,Bronze on wooden base
S. H. Raza,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/razash085.jpg,Untitled,1978.0,Acrylic on paper
S. H. Raza,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/razash185.jpg,La Berge (The Riverbank),1969.0,Oil on canvas
S. H. Raza,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/razash189.jpg,Naga,2002.0,Acrylic on canvas
S. H. Raza,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/razash_04c.jpg,Nari,1998.0,Acrylic on canvas
S. H. Raza,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/razash0198.jpg,Untitled (Bois des Amants),1964.0,Oil on canvas
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm023.jpg,Musician,,"Oil, gravel and white cement on Masonite board"
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm058.jpg,Self Portrait with a Pipe,,Oil and enamel on paper pasted on mount board
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm075.jpg,Still Life,,Gouache on paper
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm184.jpg,Untitled,,Oil and stone granules on Masonite board
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm192.jpg,Christ,,Oil on oil paper pasted on cardboard
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm198.jpg,Untitled,,Gouache on paper pasted on mountboard
Sunil Madhav Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/sensm200.jpg,Untitled,,Watercolour and ink on paper
S. Dhanapal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhanapals15.jpg,Mother and Child,1951.0,Bronze
S. Dhanapal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhanapals53.jpg,Village Deity,1987.0,Bronze
S. Dhanapal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhanapals61.jpg,Untitled (Christ with Cross),1958.0,Patinated bronze
S. Dhanapal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/h/dhanapals65.jpg,Untitled,,Bronze
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals008.jpg,Cat on Penance,2005.0,Welded copper and cast brass supported by iron armature
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals012.jpg,Memories of Hero Stone IV,2005.0,Welded copper and cast brass supported by iron armature
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals015.jpg,Bird,,Silver plated copper and brass
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals02.jpg,Untitled,,Enamel on welded brass and copper
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals04.jpg,Untitled,,Waterproof ink and patina on paper laid on mount board
S. Nandagopal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/nandagopals006.jpg,Untitled,1968.0,Gouache on paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan058.jpg,Untitled,1987.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan067.jpg,Untitled,1989.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan175.jpg,Untitled,2005.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan305.jpg,Untitled,1992.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan333.jpg,Untitled,1995.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan415_1.jpg,Untitled,2005.0,Ink and dye on handmade paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan449_1_.jpg,Untitled,2002.0,Ink and dye on paper
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan477.jpg,Hara,1970.0,Oil and encaustic on canvas
Sohan Qadri,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/q/a/qadrisohan453.jpg,Untitled,2005.0,Ink and dye on handmade paper
Sobha Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhsobha001.jpg,Untitled,,
Sobha Singh,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/singhsobha002.jpg,Shiva’s Devotee,,Gouache on fabric pasted on mount board
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas030.jpg,Celestial Music,2002.0,Oil on canvas
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas051.jpg,Untitled,1987.0,Dry pastel on paper laid on paper
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas191.jpg,Untitled 10.2011,2011.0,Acrylic on canvas
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas215.jpg,Untitled,2007.0,Oil on canvas
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas312_1_.jpg,Origin,1988.0,Dry pastel and charcoal on paper laid on paper
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas348.jpg,Untitled,,Pastel on paper
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas433.jpg,Origin,1994.0,Pastel on pastel sheet
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas787.jpg,Homage to Sri Lanka II,2005.0,Acrylic on canvas
Shobha Broota,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/r/brootas788.jpg,Cluster,1983.0,Oil on canvas
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd07.jpg,Untitled,2000.0,Charcoal and ink on paper pasted on mount board
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd100.jpg,Untitled,1980.0,Aquatint and etching on handmade paper
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd103.jpg,La Scène,1972.0,Watercolour on handmade paper
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd58.jpg,Untitled,1997.0,"Watercolour and ink on paper, pasted on mount board"
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd80.jpg,Untitled,1982.0,Watercolour on paper
Shyamal Dutta Ray,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/a/raysd82.jpg,Trap,1968.0,Oil on canvas
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roys26.jpg,Untitled (Disaster III),1978.0,Enamel on Masonite board
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roys68.jpg,Untitled,1986.0,Ink on paper pasted on mount board
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roys72.jpg,Untitled,1970.0,Etching on paper
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roys81.jpg,Untitled,1968.0,Colour etching on handmade paper
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roysuhas0097.jpg,Nymphs in a Pond,2001.0,Charcoal on canvas
Suhas Roy,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/r/o/roys84.jpg,Bloom,1971.0,Oil and natural pigment on canvas
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas038.jpg,Fakirsahab,1941.0,"Charcoal, conte and glass marker on paper"
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas043.jpg,Untitled,1940.0,Charcoal and dry pastel on paper
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas047.jpg,Untitled,1939.0,Conte on paper
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas116.jpg,Untitled,,Charcoal on paper laid on mount board
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas217.jpg,A Refugee Camp in South Calcutta,1946.0,Watercolour and ink on paper pasted on cardboard
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas400ny.jpg,Untitled,1944.0,Lithograph on paper
Satish Sinha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/i/sinhas401ny.jpg,Untitled,1963.0,Conte on paper
Sanat Chatterjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chatterjees14.jpg,Untitled,,Watercolour wash on paper
Sanat Chatterjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chatterjees17.jpg,Untitled (Shiva-Parvati),,Watercolour wash on paper
Sanat Chatterjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chatterjees20.jpg,Untitled,,Watercolour on handmade paper
Sanat Chatterjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chatterjees21.jpg,Untitled,,Watercolour on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores094.jpg,Untitled,1960.0,Viscosity on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores119.jpg,The Rogue Speared,1995.0,Etching on handmade paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores156.jpg,Untitled,,Colour etching on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores199.jpg,Untitled,1966.0,Embossing on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores242.jpg,Untitled,,Etching and viscosity on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores257.jpg,Untitled,1968.0,Woodcut on paper
Somnath Hore,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/h/o/hores335.jpg,Untitled,1982.0,Watercolour and conte on paper
